"Producto","Producto_Instancia","Nombre","Nombre_Instancia","Repositorio","Componentes_Relacionados","Topic","Librería","Versionada","Tiene Replica","Flujo_IC","Tipo Componente","Tipo Servicio","Tecnología","País","Ubicación","IP Nodos PRD","Nombre Servidor","IP NAT","Listener ","IP F5 PRD","Puerto","Prioridad Migración","Fecha Modificación","Modificado Por"
"Comisiones","Comisiones","Gmg.Comision.Extractor.Service_HND","Gmg.Comision.Extractor.Service_HND_REG","GMG-Comision-Extractor_APP","","master","V-REL_APP-Comision-Extractor-HND-PRD","","","","Backend","Rest API","Net6","REG","VLan2","10.1.2.113/10.1.2.114","REG01WS029/REG01WS030","","","10.1.2.112","8082","3","27/2/2026","Marvin Torres"
"Comisiones","Comisiones","Gmg.Comision.Extractor.Service_NIC","Gmg.Comision.Extractor.Service_NIC_REG","GMG-Comision-Extractor_APP","","master","V-REL_APP-Comision-Extractor-NIC-PRD","","","","Backend","Rest API","Net6","REG","VLan2","10.1.2.113/10.1.2.114","REG01WS029/REG01WS030","","","10.1.2.112","8083","3","27/2/2026","Marvin Torres"
"Comisiones","Comisiones","Gmg.Comision.Extractor.Service_SLV","Gmg.Comision.Extractor.Service_SLV_REG","GMG-Comision-Extractor_APP","","master","V-REL_APP-Comision-Extractor-SLV-PRD","","","","Backend","Rest API","Net6","REG","VLan2","10.1.2.113/10.1.2.114","REG01WS029/REG01WS030","","","10.1.2.112","8084","3","27/2/2026","Marvin Torres"
"Comisiones","Comisiones","Gmg.Comision.Facade.Service","Gmg.Comision.Facade.Service_REG","GMG-Comision-Facade_APP","","master","V-REL_APP-Comision-Facade-PRD","","","","Backend","Rest API","Net6","REG","DMZ","172.16.20.46/172.16.20.48/172.16.20.49","REG01WB075/REG01WB032/REG01WB033","N/A","","172.16.20.47","8079/ 8090","3","27/2/2026","Marvin Torres"
"Comisiones","Comisiones","Gmg.Comision.Procesador.Service_CRI","Gmg.Comision.Procesador.Service_CRI_REG","GMG-Comision-Procesador_APP","","master","V-REL_APP-Comision-Procesador-CRI-PRD","","","","Backend","Rest API","Net6","REG","VLan2","10.1.2.113/10.1.2.114","REG01WS029/REG01WS030","","","10.1.2.112","8086","3","27/2/2026","Marvin Torres"
"Comisiones","Comisiones","Gmg.Comision.Procesador.Service_GTM","Gmg.Comision.Procesador.Service_GTM_REG","GMG-Comision-Procesador_APP","","master","V-REL_APP-Comision-Procesador-GTM-PRD","","","","Backend","Rest API","Net6","REG","VLan2","10.1.2.113/10.1.2.114","REG01WS029/REG01WS030","","","10.1.2.112","8087","3","27/2/2026","Marvin Torres"
"Comisiones","Comisiones","Gmg.Comision.Procesador.Service_HND","Gmg.Comision.Procesador.Service_HND_REG","GMG-Comision-Procesador_APP","","master","V-REL_APP-Comision-Procesador-HND-PRD","","","","Backend","Rest API","Net6","REG","VLan2","10.1.2.113/10.1.2.114","REG01WS029/REG01WS030","","","10.1.2.112","8088","3","27/2/2026","Marvin Torres"
"Comisiones","Comisiones","Gmg.Comision.Procesador.Service_NIC","Gmg.Comision.Procesador.Service_NIC_REG","GMG-Comision-Procesador_APP","","master","V-REL_APP-Comision-Procesador-NIC-PRD","","","","Backend","Rest API","Net6","REG","VLan2","10.1.2.113/10.1.2.114","REG01WS029/REG01WS030","","","10.1.2.112","8089","3","27/2/2026","Marvin Torres"
"Comisiones","Comisiones","Gmg.Comision.Procesador.Service_SLV","Gmg.Comision.Procesador.Service_SLV_REG","GMG-Comision-Procesador_APP","","master","V-REL_APP-Comision-Procesador-SLV-PRD","","","","Backend","Rest API","Net6","REG","VLan2","10.1.2.113/10.1.2.114","REG01WS029/REG01WS030","","","10.1.2.112","8090","3","27/2/2026","Marvin Torres"
"Comisiones","Comisiones","Gmg.Comision.Reporteria.Service_CRI","Gmg.Comision.Reporteria.Service_CRI_REG","GMG-Comision-Reporteria_APP","","master","V-REL_APP-Comision-Reporteria-PRD","","","","Backend","Rest API","Net6","REG","VLan2","10.1.2.113/10.1.2.114","REG01WS029/REG01WS030","","","10.1.2.112","8091","3","27/2/2026","Marvin Torres"
"Comisiones","Comisiones","Gmg.Comision.Reporteria.Service_GTM","Gmg.Comision.Reporteria.Service_GTM_REG","GMG-Comision-Reporteria_APP","","master","V-REL_APP-Comision-Reporteria-GTM_PRD","","","","Backend","Rest API","Net6","REG","VLan2","10.1.2.113/10.1.2.114","REG01WS029/REG01WS030","","","10.1.2.112","8092","3","27/2/2026","Marvin Torres"
"Comisiones","Comisiones","Gmg.Comision.Reporteria.Service_HND","Gmg.Comision.Reporteria.Service_HND_REG","GMG-Comision-Reporteria_APP","","master","V-REL_APP-Comision-Reporteria-HND_PRD","","","","Backend","Rest API","Net6","REG","VLan2","10.1.2.113/10.1.2.114","REG01WS029/REG01WS030","","","10.1.2.112","8093","3","27/2/2026","Marvin Torres"
"Comisiones","Comisiones","Gmg.Comision.Reporteria.Service_NIC","Gmg.Comision.Reporteria.Service_NIC_REG","GMG-Comision-Reporteria_APP","","master","V-REL_APP-Comision-Reporteria-NIC_PRD","","","","Backend","Rest API","Net6","REG","VLan2","10.1.2.113/10.1.2.114","REG01WS029/REG01WS030","","","10.1.2.112","8094","3","27/2/2026","Marvin Torres"
"Comisiones","Comisiones","Gmg.Comision.Reporteria.Service_SLV","Gmg.Comision.Reporteria.Service_SLV_REG","GMG-Comision-Reporteria_APP","","master","V-REL_APP-Comision-Reporteria-SLV_PRD","","","","Backend","Rest API","Net6","REG","VLan2","10.1.2.113/10.1.2.114","REG01WS029/REG01WS030","","","10.1.2.112","8095","3","27/2/2026","Marvin Torres"
"Corredora_Seguros ","Corredora_Seguros ","Gmg.Corredora.Reporteria","Gmg.Corredora.Reporteria_CRI","GMG-Corredora-Reporteria_APP","","master","V-REL_APP_Corredora-Reporteria-PRD","","","","Backend","Rest API","Net6","CRI","VLan2","10.1.2.134/10.1.2.135","REG01WS051/REG01WS052","",""," 10.1.2.133","3118 / HTTPS 3119","","12/12/2025",""
"Corredora_Seguros ","Corredora_Seguros ","Gmg.Corredora.Reporteria","Gmg.Corredora.Reporteria_SLV","GMG-Corredora-Reporteria-SLV_APP","","master","V-REL_APP_Corredora-Reporteria-SLV_PRD","","","","Backend","Rest API","Net6","SLV","Vlan2","10.1.2.134/10.1.2.135","REG01WS051/REG01WS052","",""," 10.1.2.133","3138 / HTTPS 3139","","",""
"Corredora_Seguros ","Corredora_Seguros ","Gmg.Corredora.Service.Catalogo","Gmg.Corredora.Service.Catalogo_CRI","GMG-Corredora-Service_Catalogo_CRI_APP","","master","V-REL_APP-Corredora-Catalogo_PRD","","","","Backend","Rest API","Net6","CRI","VLan2","10.1.2.134/10.1.2.135","REG01WS051/REG01WS052","",""," 10.1.2.133","3110 / HTTPS 3111","","12/12/2025",""
"Corredora_Seguros ","Corredora_Seguros ","Gmg.Corredora.Service.Catalogo","Gmg.Corredora.Service.Catalogo_SLV","GMG-Corredora-Service_Catalogo_SLV_APP","","master","V-REL_APP-Corredora-Catalogo-SLV_PRD ","","","","Backend","Rest API","Net6","SLV","Vlan2","10.1.2.134/10.1.2.135","REG01WS051/REG01WS052","",""," 10.1.2.133","3130 / HTTPS 3131","","",""
"Corredora_Seguros ","Corredora_Seguros ","Gmg.Corredora.Service.Pago","Gmg.Corredora.Service.Pago_CRI"," GMG-Corredora-Service_Pago_CRI_APP","","master","V-REL_APP-Corredora-Catalogo_PRD","","","","Backend","Rest API","Net6","CRI","VLan2","10.1.2.134/10.1.2.135","REG01WS051/REG01WS052","",""," 10.1.2.133","3116 / HTTPS 3117","","12/12/2025",""
"Corredora_Seguros ","Corredora_Seguros ","Gmg.Corredora.Service.Pago","Gmg.Corredora.Service.Pago_SLV"," GMG-Corredora-Service_Pago_SLV_APP","","master","V-REL_APP-Corredora-Pago-SLV_PRD","","","","Backend","Rest API","Net6","SLV","Vlan2","10.1.2.134/10.1.2.135","REG01WS051/REG01WS052","",""," 10.1.2.133","3136 / HTTPS 3137","","",""
"Corredora_Seguros ","Corredora_Seguros ","Gmg.Corredora.Service.Tramite","Gmg.Corredora.Service.Tramite_CRI","GMG-Corredora-Tramite-CRI_APP","","master","V-REL_APP-Corredora-Tramite_PRD","","","","Backend","Rest API","Net10","CRI","Vlan2","10.1.2.134/10.1.2.135","REG01WS051/REG01WS052","",""," 10.1.2.133","3120 / HTTPS 3121","","",""
"Empleado","Empleado","Gmg.Empleado.Service","Gmg.Empleado.Service_REG","GMG-Empleado_APP","","","V-REL_APP-Empleado-PRD","","","","Backend","Rest API","Net6","REG","VLan2","10.1.2.113/10.1.2.114","REG01WS029/REG01WS030","",""," 10.1.2.112","8097","3","12/12/2025",""
"Extragarantia","Extragarantia","Gmg.Eg.Cotizacion.Service","Gmg.Eg.Cotizacion.Service_NIC","GMG-ExtraGarantia-Cotizacion-NIC_APP","","master","V-REL_APP-Extragarantia-CoreCotizacion-NIC_PRD","","","","Backend","Rest API","Net6","NIC","VLan2","10.1.2.85/10.1.2.86","NIC01WS001/NIC01WS002","","","10.1.2.84","8101","","27/2/2026","Marvin Torres"
"Extragarantia","Extragarantia","Gmg.Eg.Devolucion.Service","Gmg.Eg.Devolucion.Service_NIC","GMG-ExtraGarantia-Devolucion-NIC_APP","","master","V-REL_APP-Extragarantia-CoreDevolucion-NIC_PRD","","","","Backend","Rest API","Net6","NIC","VLan2","10.1.2.85/10.1.2.86","NIC01WS001/NIC01WS002","","","10.1.2.84","8103","","27/2/2026","Marvin Torres"
"Extragarantia","Extragarantia","Gmg.Eg.Facturacion.Service","Gmg.Eg.Facturacion.Service_NIC","GMG-ExtraGarantia-Facturacion-NIC_APP","","master","V-REL_APP-Extragarantia-CoreFacturacion-NIC_PRD","","","","Backend","Rest API","Net6","NIC","VLan2","10.1.2.85/10.1.2.86","NIC01WS001/NIC01WS002","","","10.1.2.84","8102","","27/2/2026","Marvin Torres"
"Extragarantia","Extragarantia","Gmg.Eg.Utils.Service","Gmg.Eg.Utils.Service_NIC","GMG-ExtraGarantia-Utils-NIC_APP","","master","V-REL_APP-Extragarantia-CoreUtils-NIC_PRD","","","","Backend","Rest API","Net6","NIC","VLan2","10.1.2.85/10.1.2.86","NIC01WS001/NIC01WS002","","","10.1.2.84","8104","","27/2/2026","Marvin Torres"
"Extragarantia","Extragarantia","Gmg.Extragarantia.Cotizacion.Service","Gmg.Extragarantia.Cotizacion.Service_CRI","GMG-ExtragarantiaCotizacion-CRI_APP","","","","","","","Backend","Rest Api","net10","CRI","","","","","","","","","12/12/2025",""
"Extragarantia","Extragarantia","Gmg.Extragarantia.Services.Cotizacion","Gmg.Extragarantia.Services.Cotizacion_CRI","GMG-ExtraGarantia_APP","","master","","","","","Backend","WCF","netFramework 4.5.2","CRI","Vlan2","10.1.10.40/10.1.10.41/10.1.10.42","REG01WS011/REG01WS012/REG01WS013","","","10.1.1.22","86/ 811","","12/12/2025",""
"Extragarantia","Extragarantia","Gmg.Extragarantia.Services.Cotizacion","Gmg.Extragarantia.Services.Cotizacion_GTM","GMG-ExtraGarantia_APP","","masterGT","","","","","Backend","WCF","netFramework 4.5.2","GTM","VLan2","10.1.2.241/10.1.10.24","GTM01WS001/GTM01WS002","","","10.1.2.240","86/ 811","","12/12/2025",""
"Extragarantia","Extragarantia","Gmg.Extragarantia.Services.Cotizacion","Gmg.Extragarantia.Services.Cotizacion_SLV","GMG-Extragarantia-SLV_APP","","master","V-REL_APP-ExtraGarantia_Cotizacion-SLV_PRD","","","","Backend","WCF","netFramework 4.5.2","SLV","VLan2","10.1.2.94/10.1.2.95","SLV01WS001/SLV01WS002","","","10.1.2.93","86/ 811","","27/2/2026","Marvin Torres"
"Extragarantia","Extragarantia","Gmg.Extragarantia.Services.Devolucion","Gmg.Extragarantia.Services.Devolucion_CRI","GMG-ExtraGarantia_APP","","master","","","","","Backend","WCF","netFramework 4.5.2","CRI","Vlan2","10.1.10.40/10.1.10.41/10.1.10.42","REG01WS011/REG01WS012/REG01WS013","","","10.1.1.22","86/ 811","","12/12/2025",""
"Extragarantia","Extragarantia","Gmg.Extragarantia.Services.Devolucion","Gmg.Extragarantia.Services.Devolucion_GTM","GMG-ExtraGarantia_APP","","masterGT","","","","","Backend","WCF","netFramework 4.5.2","GTM","VLan2","10.1.2.241/10.1.10.24","GTM01WS001/GTM01WS002","","","10.1.2.240","86/ 811","","12/12/2025",""
"Extragarantia","Extragarantia","Gmg.Extragarantia.Services.Devolucion","Gmg.Extragarantia.Services.Devolucion_SLV","GMG-Extragarantia-SLV_APP","","master","V-REL_APP-ExtraGarantia_Devolucion-SLV_PRD","","","","Backend","WCF","netFramework 4.5.2","SLV","VLan2","10.1.2.94/10.1.2.95","SLV01WS001/SLV01WS002","","","10.1.2.93","86/ 811","","27/2/2026","Marvin Torres"
"Extragarantia","Extragarantia","Gmg.Extragarantia.Services.Facturacion","Gmg.Extragarantia.Services.Facturacion_CRI","GMG-ExtraGarantia_APP","","master","","","","","Backend","WCF","netFramework 4.5.2","CRI","Vlan2","10.1.10.40/10.1.10.41/10.1.10.42","REG01WS011/REG01WS012/REG01WS013","","","10.1.1.22","86/ 811","","12/12/2025",""
"Extragarantia","Extragarantia","Gmg.Extragarantia.Services.Facturacion","Gmg.Extragarantia.Services.Facturacion_GTM","GMG-ExtraGarantia_APP","","masterGT","","","","","Backend","WCF","netFramework 4.5.2","GTM","VLan2","10.1.2.241/10.1.10.24","GTM01WS001/GTM01WS002","","","10.1.2.240","86/ 811","","12/12/2025",""
"Extragarantia","Extragarantia","Gmg.Extragarantia.Services.Facturacion","Gmg.Extragarantia.Services.Facturacion_SLV","GMG-Extragarantia-SLV_APP","","master","V-REL_APP-ExtraGarantia_Facturacion-SLV_PRD","","","","Backend","WCF","netFramework 4.5.2","SLV","VLan2","10.1.2.94/10.1.2.95","SLV01WS001/SLV01WS002","","","10.1.2.93","86/ 811","","27/2/2026","Marvin Torres"
"FastTrack","FastTrack_CRI","Gmg.BuroRegional.Core.Service_CRI","Gmg.BuroRegional.Core.Service_CRI_CRI","GMG-Buro-Service-CRI_APP","","","","","","","Backend","Frontend Netcore","","CRI","Vlan2","10.1.0.31/10.1.0.32","CRI01AP010/CRI01AP011","172.16.20.104","","10.1.0.30","81","","15/12/2025","Michell Bonilla"
"FastTrack","FastTrack_CRI","Gmg.Comparison.Service","Gmg.Comparison.Service_CRI","GMG-Face-ComparisonService-CRI_APP","","","","","","","Backend","Frontend Netcore","","CRI","Vlan2","10.1.0.31/10.1.0.32","CRI01AP010/CRI01AP011","172.16.20.219","","10.1.0.30","85","","12/12/2025",""
"FastTrack","FastTrack_CRI","Gmg.ConsultaServiceBlaze.Service","Gmg.ConsultaServiceBlaze.Service_CRI","GMG-Blaze-ConsultaBlaze-CRI_APP","","","","","","","Backend","Frontend Netcore","","CRI","Vlan2","10.1.0.31/10.1.0.32","CRI01AP010/CRI01AP011","172.16.20.219","","10.1.0.30","82","","12/12/2025",""
"FastTrack","FastTrack_CRI","Gmg.Documento.Service","Gmg.Documento.Service_CRI","GMG-Documento-Service-CRI_APP","","","","","","","Backend","Frontend Netcore","","CRI","Vlan2","10.1.0.31/10.1.0.32","CRI01AP010/CRI01AP011","172.16.20.219","","10.1.0.30","86","","12/12/2025",""
"FastTrack","FastTrack_CRI","Gmg.FastTrack.Catalogos.Service","Gmg.FastTrack.Catalogos.Service_CRI","GMG-FastTrack-CatalogoService-CRI_APP","","","","","","","Backend","Frontend Netcore","","CRI","Vlan2","10.1.0.31/10.1.0.32","CRI01AP010/CRI01AP011","172.16.20.219","","10.1.0.30","88","","12/12/2025",""
"FastTrack","FastTrack_CRI","Gmg.FastTrack.Engine.Service","Gmg.FastTrack.Engine.Service_CRI","","","","","","","","Backend","Frontend Netcore","","CRI","DMZ","172.16.20.70/172.16.20.71","CRI01WB006/CRI01WB007","N/A","","172.16.20.69","82","2","12/12/2025",""
"FastTrack","FastTrack_CRI","Gmg.FastTrack.Micro.Services","Gmg.FastTrack.Micro.Services_CRI","GMG-FastTrack-MicroServices-CRI_APP","","","","","","","Backend","Frontend Netcore","","CRI","Vlan2","10.1.0.31/10.1.0.32","CRI01AP010/CRI01AP011","172.16.20.219","","10.1.0.30","83","","12/12/2025",""
"FastTrack","FastTrack_CRI","Gmg.Genesys.Core.Service.FastTrack","Gmg.Genesys.Core.Service.FastTrack_CRI","GMG-Genesys-FastTrack-CRI_APP","","","","","","","Backend","Frontend Netcore","","CRI","Vlan2","10.1.0.31/10.1.0.32","CRI01AP010/CRI01AP011","172.16.20.219","","10.1.0.30","91","","12/12/2025",""
"FastTrack","FastTrack_CRI","Gmg.Genesys.Fasttrack","Gmg.Genesys.Fasttrack_CRI","","","","","","","","Backend","Frontend Netcore","","CRI","Vlan2","10.1.0.31/10.1.0.32","CRI01AP010/CRI01AP011","172.16.20.219","","10.1.0.30","92","","12/12/2025",""
"FastTrack","FastTrack_CRI","Gmg.Identificacion.Service","Gmg.Identificacion.Service_CRI","GMG-Face-LivenessService-CRI_APP","","","","","","","Backend","Frontend Netcore","","CRI","Vlan2","10.1.0.31/10.1.0.32","CRI01AP010/CRI01AP011","172.16.20.219","","10.1.0.30","94","","12/12/2025",""
"FastTrack","FastTrack_CRI","Gmg.LivenessCheck.Service","Gmg.LivenessCheck.Service_CRI","","","","","","","","Backend","Frontend Netcore","","CRI","Vlan2","10.1.0.31/10.1.0.32","CRI01AP010/CRI01AP011","172.16.20.219","","10.1.0.30","89","","12/12/2025",""
"FastTrack","FastTrack_CRI","Gmg.Persona.CIC.Service","Gmg.Persona.CIC.Service_CRI","GMG-Persona-CIC-CRI_APP","","","","","","","Backend","Frontend Netcore","","CRI","Vlan2","10.1.0.31/10.1.0.32","CRI01AP010/CRI01AP011","172.16.20.219","","10.1.0.30","90","","12/12/2025",""
"FastTrack","FastTrack_CRI","Gmg.PreanalisisReg.Service","Gmg.PreanalisisReg.Service_CRI","GMG-Preanalisis-Service-CRI_APP","","","","","","","Backend","Frontend Netcore","","CRI","Vlan2","10.1.0.31/10.1.0.32","CRI01AP010/CRI01AP011","172.16.20.219","","10.1.0.30","84","","12/12/2025",""
"FastTrack","FastTrack_CRI","Gmg.Signature.Service","Gmg.Signature.Service_CRI","","","","","","","","Backend","Frontend Netcore","","CRI","Vlan2","10.1.0.31/10.1.0.32","CRI01AP010/CRI01AP011","172.16.20.219","","10.1.0.30","93","","12/12/2025",""
"FastTrack","FastTrack_CRI","Gmg.Template.Manager","Gmg.Template.Manager_CRI","","","","","","","","Backend","Frontend Netcore","","CRI","Vlan2","10.1.0.38/10.1.0.39","CRI01AP014/CRI01AP015","","","10.1.0.37","81","","12/12/2025",""
"FastTrack","FastTrack_GTM","Gmg.BuroRegional.Core.Service_GTM","Gmg.BuroRegional.Core.Service_GTM_GTM","GMG-Buro-Service-GTM_APP","","","","","","","Backend","Frontend Netcore","","GTM","Vlan2","10.1.0.35/10.1.0.36","GTM01AP010/GTM01AP011","172.16.20.190","","10.1.0.34","81","","15/12/2025","Michell Bonilla"
"FastTrack","FastTrack_GTM","Gmg.Comparison.Service","Gmg.Comparison.Service_GTM","GMG-Face-ComparisonService-GTM_APP","","","","","","","Backend","Frontend Netcore","","GTM","Vlan2","10.1.0.35/10.1.0.36","GTM01AP010/GTM01AP011","172.16.20.190","","10.1.0.34","85","","12/12/2025",""
"FastTrack","FastTrack_GTM","Gmg.ConsultaServiceBlaze.Service","Gmg.ConsultaServiceBlaze.Service_GTM","GMG-Blaze-ConsultaBlaze-GTM_APP","","","V-REL_APP-CONSULTABLAZE-Service-GTM-PRD","","","","Backend","Frontend Netcore","","GTM","Vlan2","10.1.0.35/10.1.0.36","GTM01AP010/GTM01AP011","172.16.20.190","","10.1.0.34","82","","12/12/2025",""
"FastTrack","FastTrack_GTM","Gmg.Documento.Service","Gmg.Documento.Service_GTM","GMG-Documento-Service-GTM_APP","","","V-REL_APP-DocumentoService-GTM-PRD","","","","Backend","Frontend Netcore","","GTM","Vlan2","10.1.0.35/10.1.0.36","GTM01AP010/GTM01AP011","172.16.20.190","","10.1.0.34","86","","12/12/2025",""
"FastTrack","FastTrack_GTM","Gmg.FastTrack.Catalogos.Service","Gmg.FastTrack.Catalogos.Service_GTM","GMG-FastTrack-CatalogoService-GTM_APP","","","No_Tiene","","","","Backend","Frontend Netcore","","GTM","Vlan2","10.1.0.35/10.1.0.36","GTM01AP010/GTM01AP011","172.16.20.190","","10.1.0.34","88","","12/12/2025",""
"FastTrack","FastTrack_GTM","Gmg.FastTrack.Engine.Service","Gmg.FastTrack.Engine.Service_GTM","GMG-FastTrack-Engine-GTM_APP","","","V-REL_LogicApp-FastTrack-Engine-GTM_PRD","","","","Backend","Frontend Netcore","","GTM","DMZ","172.16.20.73/172.16.20.74","GTM01WB003/GTM01WB004","N/A","","172.16.20.72","82","2","12/12/2025",""
"FastTrack","FastTrack_GTM","Gmg.FastTrack.Micro.Services","Gmg.FastTrack.Micro.Services_GTM","GMG-FastTrack-MicroServices-GTM_APP","","","V-REL_APP-FastTrack-MicroServices_GTM-PRD","","","","Backend","Frontend Netcore","","GTM","Vlan2","10.1.0.35/10.1.0.36","GTM01AP010/GTM01AP011","172.16.20.190","","10.1.0.34","83","","12/12/2025",""
"FastTrack","FastTrack_GTM","Gmg.Genesys.Core.Service.FastTrack","Gmg.Genesys.Core.Service.FastTrack_GTM","GMG-Genesys-FastTrack-GTM_APP","","","V-REL_APP-Genesys-Fasttrack_GTM-PRD","","","","Backend","Frontend Netcore","","GTM","Vlan2","10.1.0.35/10.1.0.36","GTM01AP010/GTM01AP011","172.16.20.190","","10.1.0.34","91","","12/12/2025",""
"FastTrack","FastTrack_GTM","Gmg.Genesys.Fasttrack","Gmg.Genesys.Fasttrack_GTM","","","","","","","","Backend","Frontend Netcore","","GTM","Vlan2","10.1.0.35/10.1.0.36","GTM01AP010/GTM01AP011","172.16.20.190","","10.1.0.34","92","","12/12/2025",""
"FastTrack","FastTrack_GTM","Gmg.Identificacion.Service","Gmg.Identificacion.Service_GTM","GMG-Face-LivenessService-GTM_APP","","","","","","","Backend","Frontend Netcore","","GTM","Vlan2","10.1.0.35/10.1.0.36","GTM01AP010/GTM01AP011","172.16.20.190","","10.1.0.34","94","","12/12/2025",""
"FastTrack","FastTrack_GTM","Gmg.LivenessCheck.Service","Gmg.LivenessCheck.Service_GTM","GMG-Face-LivenessCheckService_APP","","","","","","","Backend","Frontend Netcore","","GTM","Vlan2","10.1.0.35/10.1.0.36","GTM01AP010/GTM01AP011","172.16.20.190","","10.1.0.34","89","","12/12/2025",""
"FastTrack","FastTrack_GTM","Gmg.Persona.CIC.Service","Gmg.Persona.CIC.Service_GTM","GMG-Persona-CIC-GTM_APP","","","","","","","Backend","Frontend Netcore","","GTM","Vlan2","10.1.0.35/10.1.0.36","GTM01AP010/GTM01AP011","172.16.20.190","","10.1.0.34","90","","12/12/2025",""
"FastTrack","FastTrack_GTM","Gmg.PreanalisisReg.Service","Gmg.PreanalisisReg.Service_GTM","","","","","","","","Backend","Frontend Netcore","","GTM","Vlan2","10.1.0.35/10.1.0.36","GTM01AP010/GTM01AP011","172.16.20.190","","10.1.0.34","84","","12/12/2025",""
"FastTrack","FastTrack_GTM","Gmg.Signature.Service","Gmg.Signature.Service_GTM","No_tiene","","","","","","","Backend","Frontend Netcore","","GTM","Vlan2","10.1.0.35/10.1.0.36","GTM01AP010/GTM01AP011","172.16.20.190","","10.1.0.34","93","","12/12/2025",""
"FastTrack","FastTrack_HND","Gmg.BuroRegional.Core.Service_HND","Gmg.BuroRegional.Core.Service_HND_HND","GMG-Buro-Service-HND_APP","","","","","","","Backend","Frontend Netcore","","HND","Vlan2","10.1.0.54/10.1.0.55","HND01AP011/HND01AP012","172.16.20.224","","10.1.0.53","81","","15/12/2025","Michell Bonilla"
