Numero;Producto ;ServicioID;InstanciaId;Repositorio;Componentes_Relacionados;Topic;Libreria;Tipo_Componente;Versionada;Tiene_Replica;Flujo_IC;Tipo Servicio;Tecnologia;Pais; ;IP_Nodos_PRD;NombreServidor;IP_NAT;IP_F5_PRD;Puerto;Prioridad_Migracion;FechaModificacion;Modificado Por
159;FastTrack_SLV;Gmg.Documento.Service;Gmg.Documento.Service_SLV;GMG-Documento-Service-SLV_APP;;;;Backend;;;;Frontend Netcore;;SLV;Vlan2;10.1.0.51|10.1.0.52;SLV01AP013|SLV01AP014;;10.1.0.50;86;;12/12/2025;
200;FastTrack_SLV;Gmg.FastTrack.Catalogos.Service;Gmg.FastTrack.Catalogos.Service_SLV;GMG-FastTrack-CatalogoService-SLV_APP;;;;Backend;;;;Frontend Netcore;;SLV;Vlan2;10.1.0.51|10.1.0.52;SLV01AP013|SLV01AP014;;10.1.0.50;88;;12/12/2025;
229;FastTrack_SLV;Gmg.FastTrack.Micro.Services;Gmg.FastTrack.Micro.Services_SLV;GMG-FastTrack-MicroServices-SLV_APP;;;;Backend;;;;Frontend Netcore;;SLV;Vlan2;10.1.0.51|10.1.0.52;SLV01AP013|SLV01AP014;;10.1.0.50;83;;12/12/2025;
291;FastTrack_SLV;Gmg.Genesys.Core.Service.FastTrack;Gmg.Genesys.Core.Service.FastTrack_SLV;GMG-Genesys-FastTrack-SLV_APP;;;;Backend;;;;Frontend Netcore;;SLV;Vlan2;10.1.0.51|10.1.0.52;SLV01AP013|SLV01AP014;;10.1.0.50;91;;12/12/2025;
300;FastTrack_SLV;Gmg.Genesys.Fasttrack;Gmg.Genesys.Fasttrack_SLV;;;;;Backend;;;;Frontend Netcore;;SLV;Vlan2;10.1.0.51|10.1.0.52;SLV01AP013|SLV01AP014;;10.1.0.50;92;;12/12/2025;
342;FastTrack_SLV;Gmg.Identificacion.Service;Gmg.Identificacion.Service_SLV;GMG-Face-LivenessService-SLV_APP;;;;Backend;;;;Frontend Netcore;;SLV;Vlan2;10.1.0.51|10.1.0.52;SLV01AP013|SLV01AP014;;10.1.0.50;94;;12/12/2025;
362;FastTrack_SLV;Gmg.LivenessCheck.Service;Gmg.LivenessCheck.Service_SLV;;;;;Backend;;;;Frontend Netcore;;SLV;Vlan2;10.1.0.51|10.1.0.52;SLV01AP013|SLV01AP014;;10.1.0.50;89;;12/12/2025;
404;FastTrack_SLV;Gmg.Persona.CIC.Service;Gmg.Persona.CIC.Service_SLV;GMG-Persona-CIC-SLV_APP;;;;Backend;;;;Frontend Netcore;;SLV;Vlan2;10.1.0.51|10.1.0.52;SLV01AP013|SLV01AP014;;10.1.0.50;90;;12/12/2025;
421;FastTrack_SLV;Gmg.PreanalisisReg.Service;Gmg.PreanalisisReg.Service_SLV;GMG-Preanalisis-Service-SLV_APP;;;;Backend;;;;Frontend Netcore;;SLV;Vlan2;10.1.0.51|10.1.0.52;SLV01AP013|SLV01AP014;;10.1.0.50;84;;12/12/2025;
653;FastTrack_SLV;Gmg.Signature.Service;Gmg.Signature.Service_SLV;;;;;Backend;;;;Frontend Netcore;;SLV;Vlan2;10.1.0.51|10.1.0.52;SLV01AP013|SLV01AP014;;10.1.0.50;93;;12/12/2025;
673;FastTrack_SLV;Gmg.Template.Manager;Gmg.Template.Manager_SLV;;;;;Backend;;;;Frontend Netcore;;SLV;Vlan2;10.1.0.60|10.1.0.61;SLV01AP015|SLV01AP016;;10.1.0.59;81;;12/12/2025;
717;FastTrack_SLV;Notification;Notification_SLV;;;;;Backend;;;;;;SLV;Vlan2;10.1.0.60|10.1.0.61;SLV01AP015|SLV01AP016;;10.1.0.59;82;;12/12/2025;
722;FastTrack_SLV;OTP;OTP_SLV;;;;;Backend;;;;;;SLV;Vlan2;10.1.0.60|10.1.0.61;SLV01AP015|SLV01AP016;;10.1.0.59;83;;12/12/2025;
434;Rapigarantias;Gmg.Rapigarantias.FrontEnd.Web;Gmg.Rapigarantias.FrontEnd.Web_SLV;GMG-Rapigarantias-SLV_APP;;master;V-REL_APP-Rapigaratia-FrontEnd_SLV_PRD;FrontEnd;;;;;netFramework 4.5.1;SLV;Vlan2;10.1.2.81|10.1.2.82;SLV01WB001|SLV01WB002;;10.1.2.80;80;;12/12/2025;
522;Por_Definir2;Gmg.ReportingPortal.FrontEnd;Gmg.ReportingPortal.FrontEnd_SLV;GMG-ReportingPortal-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.81|10.1.2.82;SLV01WB001|SLV01WB002;; 10.1.2.80;80;;12/12/2025;
543;RapiWeb_SLV;Gmg.Sapv.FrontEnd.Web;Gmg.Sapv.FrontEnd.Web_SLV;GMG-RW-SAPVFrontEnd-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.81|10.1.2.82;SLV01WB001|SLV01WB002;;10.1.2.80;80;;12/12/2025;
548;RapiWeb_SLV;Gmg.Sapv.FrontEnd.Web.Cotizador;Gmg.Sapv.FrontEnd.Web.Cotizador_SLV;GMG-RW-CotizadorFrontEnd-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.81|10.1.2.82;SLV01WB001|SLV01WB002;;10.1.2.80;80;;12/12/2025;
209;FastTrack_SLV;Gmg.FastTrack.Engine.Service;Gmg.FastTrack.Engine.Service_SLV;;;;;Backend;;;;Frontend Netcore;;SLV;DMZ;172.16.20.76|172.16.20.77;SLV01WB003|SLV01WB004;;172.16.20.75;82;2;12/12/2025;
219;FastTrack_SLV;Gmg.FastTrack.Web;Gmg.FastTrack.Web_SLV;;;;;FrontEnd;;;;Frontend Netcore;;SLV;DMZ;172.16.20.76|172.16.20.77;SLV01WB003|SLV01WB004;;172.16.20.75;80;2;12/12/2025;
356;FastTrack_SLV;Gmg.Liveness.Check.FrontEnd;Gmg.Liveness.Check.FrontEnd_SLV;;;;;FrontEnd;;;;Frontend Netcore;;SLV;DMZ;172.16.20.76|172.16.20.77;SLV01WB003|SLV01WB004;;172.16.20.75;81;2;12/12/2025;
694;FastTrack_SLV;Gmg.Wafi.FrontEnd.Azure;Gmg.Wafi.FrontEnd.Azure_SLV;;;;;FrontEnd;;;;Frontend Netcore;;SLV;DMZ;172.16.20.76|172.16.20.77;SLV01WB003|SLV01WB004;;172.16.20.75;443;2;12/12/2025;
49;RapiWeb_SLV;Gmg.App.Configuration.Service;Gmg.App.Configuration.Service_SLV;;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;81;;12/12/2025;
53;RapiWeb_SLV;Gmg.Backend.Rapiweb.DevolucionSapv;Gmg.Backend.Rapiweb.DevolucionSapv_SLV;;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;82| 806;;12/12/2025;
179;Extragarantia;Gmg.Extragarantia.Services.Cotizacion;Gmg.Extragarantia.Services.Cotizacion_SLV;GMG-Extragarantia-SLV_APP;;master;V-REL_APP-ExtraGarantia_Cotizacion-SLV_PRD;Backend;;;;WCF;netFramework 4.5.2;SLV;Vlan2;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;86| 811;;12/12/2025;
184;Extragarantia;Gmg.Extragarantia.Services.Devolucion;Gmg.Extragarantia.Services.Devolucion_SLV;GMG-Extragarantia-SLV_APP;;master;V-REL_APP-ExtraGarantia_Devolucion-SLV_PRD;Backend;;;;WCF;netFramework 4.5.2;SLV;Vlan2;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;86| 811;;12/12/2025;
189;Extragarantia;Gmg.Extragarantia.Services.Facturacion;Gmg.Extragarantia.Services.Facturacion_SLV;GMG-Extragarantia-SLV_APP;;master;V-REL_APP-ExtraGarantia_Facturacion-SLV_PRD;Backend;;;;WCF;netFramework 4.5.2;SLV;Vlan2;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;86| 811;;12/12/2025;
233;BusDatos;Gmg.FE.Service.Core.Factura;Gmg.FE.Service.Core.Factura_;GMG-FacturaElectronica-SLV_APP;;;;Backend;;;;;;;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;; 10.1.2.93;88;;12/12/2025;
303;Por_Definir;Gmg.GenesysFE.CoreService;Gmg.GenesysFE.CoreService_SLV;;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;89;;12/12/2025;
439;Rapigarantias;Gmg.Rapigarantias.Services.Cotizacion;Gmg.Rapigarantias.Services.Cotizacion_SLV;GMG-Rapigarantias-SLV_APP;;master;;Backend;;;;WCF;netFramework 4.5.1;SLV;Vlan2;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;85| 810;;12/12/2025;
444;Rapigarantias;Gmg.Rapigarantias.Services.Devolucion;Gmg.Rapigarantias.Services.Devolucion_SLV;GMG-Rapigarantias-SLV_APP;;master;;Backend;;;;WCF;netFramework 4.5.1;SLV;Vlan2;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;85| 810;;12/12/2025;
449;Rapigarantias;Gmg.Rapigarantias.Services.Facturacion;Gmg.Rapigarantias.Services.Facturacion_SLV;GMG-Rapigarantias-SLV_APP;;master;;Backend;;;;WCF;netFramework 4.5.1;SLV;Vlan2;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;85| 810;;12/12/2025;
454;Rapigarantias;Gmg.Rapigarantias.Services.Utils;Gmg.Rapigarantias.Services.Utils_SLV;GMG-Rapigarantias-SLV_APP;;master;;Backend;;;;WCF;netFramework 4.5.1;SLV;Vlan2;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;85| 810;;12/12/2025;
472;RapiWeb_SLV;Gmg.Rapiweb.Service.AsyncProcess;Gmg.Rapiweb.Service.AsyncProcess_SLV;GMG-RW-Service-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;; 10.1.2.93;82| 806;;12/12/2025;
514;RapiWeb_SLV;Gmg.Rapiweb.Service.ProcesoAsync;Gmg.Rapiweb.Service.ProcesoAsync_SLV;GMG-RW-Service-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;; 10.1.2.93;;;12/12/2025;
553;RapiWeb_SLV;Gmg.Sapv.Service.Administracion;Gmg.Sapv.Service.Administracion_SLV;GMG-RW-Service-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;82| 806;;12/12/2025;
558;RapiWeb_SLV;Gmg.Sapv.Service.Caja;Gmg.Sapv.Service.Caja_SLV;GMG-RW-Service-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;82| 806;;12/12/2025;
564;RapiWeb_SLV;Gmg.Sapv.Service.Comision;Gmg.Sapv.Service.Comision_SLV;;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;82| 806;;12/12/2025;
569;RapiWeb_SLV;Gmg.Sapv.Service.Configuracion;Gmg.Sapv.Service.Configuracion_SLV;;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;82| 806;;12/12/2025;
574;RapiWeb_SLV;Gmg.Sapv.Service.Cotizacion;Gmg.Sapv.Service.Cotizacion_SLV;GMG-RW-Service-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;82| 806;;12/12/2025;
579;RapiWeb_SLV;Gmg.Sapv.Service.Devolucion;Gmg.Sapv.Service.Devolucion_SLV;GMG-RW-Service-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;82| 806;;12/12/2025;
584;RapiWeb_SLV;Gmg.Sapv.Service.Erp;Gmg.Sapv.Service.Erp_SLV;GMG-RW-Service-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;82| 806;;12/12/2025;
589;RapiWeb_SLV;Gmg.Sapv.Service.Facturacion;Gmg.Sapv.Service.Facturacion_SLV;GMG-RW-Service-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;82| 806;;12/12/2025;
596;RapiWeb_SLV;Gmg.Sapv.Service.ListaPreciosSap;Gmg.Sapv.Service.ListaPreciosSap_SLV;GMG-RW-Service-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;82| 806;;12/12/2025;
601;RapiWeb_SLV;Gmg.Sapv.Service.MovimientoInventario;Gmg.Sapv.Service.MovimientoInventario_SLV;GMG-RW-Service-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;82| 806;;12/12/2025;
609;RapiWeb_SLV;Gmg.Sapv.Service.Recibo;Gmg.Sapv.Service.Recibo_SLV;GMG-RW-Service-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;82| 806;;12/12/2025;
617;RapiWeb_SLV;Gmg.Sapv.Service.Tarjeta;Gmg.Sapv.Service.Tarjeta_SLV;GMG-RW-Service-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;82| 806;;12/12/2025;
622;RapiWeb_SLV;Gmg.Sapv.Service.Utils;Gmg.Sapv.Service.Utils_SLV;;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;82| 806;;12/12/2025;
627;RapiWeb_SLV;Gmg.Sapv.Service.Webhost;Gmg.Sapv.Service.Webhost_SLV;GMG-RW-Service-SLV_APP;;;;Backend;;;;;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;82| 806;;12/12/2025;
537;RapiWeb_SLV;Gmg.Sapv.Consolidado.Service.Documento;Gmg.Sapv.Consolidado.Service.Documento_SLV;;;;;Backend;;;;Rest API;;SLV;;10.1.2.94|10.1.2.95;SLV01WS001|SLV01WS002;;10.1.2.93;90;;12/12/2025;
528;Por_Definir2;GMG.RPA.CRI;GMG.RPA.CRI_;GMG.RPA.CRI;;;;Backend;;;;;;;;0;;;0;0;;12/12/2025;
538;Por_Definir2;Gmg.Sapv.FrontEnd.Reportes;Gmg.Sapv.FrontEnd.Reportes_;GMG-RW_APP;;;;Backend;;;;;;;;0;;;0;0;;12/12/2025;
87;Chatcenter;Gmg.Chatcenter.FrontEnd.Web;Gmg.Chatcenter.FrontEnd.Web_CRI;GMG-Chatcenter-Frontend_App;Chatcenter_Configuration| Chatcenter;;V-REL_APP-CHATCENTER-FRONTEND-PRD;FrontEnd;;;;;Net6;CRI;Vlan2;10.1.0.84|10.1.0.85|10.1.0.90;;; 10.1.0.83;443;;12/12/2025;
90;Chatcenter;Gmg.Chatcenter.FrontEnd.Web;Gmg.Chatcenter.FrontEnd.Web_HND;GMG-Chatcenter-Frontend_App;;;V-REL_APP-CHATCENTER-FRONTEND-PRD;FrontEnd;;;;;Net6;HND;Vlan2;10.1.0.86|10.1.0.80;;; 10.1.0.87 ;443;;12/12/2025;
89;Chatcenter;Gmg.Chatcenter.FrontEnd.Web;Gmg.Chatcenter.FrontEnd.Web_NIC;GMG-Chatcenter-Frontend_App;;;V-REL_APP-CHATCENTER-FRONTEND-PRD;FrontEnd;;;;;Net6;NIC;Vlan2;10.1.0.89|10.1.0.81;;; 10.1.0.88;443;;12/12/2025;
25;FastTrack;Gmg.Adq.Service.WCF;Gmg.Adq.Service.WCF_REG;GMG-ADQ_APP;;;REL_APP-ADQ-SAQ-PRD;Backend;;;;WCF;Servicio WCF;REG;Vlan2;10.1.1.101|10.1.1.102;;;10.1.1.109;80| 808| 443;;12/12/2025;
85;Chatcenter;Gmg.ChatCenter.Conversaciones.AI.Service;Gmg.ChatCenter.Conversaciones.AI.Service_;GMG-Chatcenter-Conversaciones_AI_App;;;V-REL-APP-ChatCenterConversaciones-EnviarArchivo_PRD;Backend;;;;Worker;Net6;;Vlan2;10.1.1.114;;;10.1.1.114;;;12/12/2025;
144;Por_Definir;Gmg.CP.CM.Flujos.Worker.CerrarSesion;Gmg.CP.CM.Flujos.Worker.CerrarSesion_;GMG-CP.CM.Worker-Flujos_APP;;;;Backend;;;;;;;;10.1.1.236;;;0;103 - SLV;;12/12/2025;
145;Por_Definir;Gmg.CP.CM.Flujos.Worker.CerrarSesion;Gmg.CP.CM.Flujos.Worker.CerrarSesion_;GMG-CP.CM.Worker-Flujos_APP;;;;Backend;;;;;;;;10.1.1.236;;;0;101 - HND;;12/12/2025;
146;Por_Definir;Gmg.CP.CM.Flujos.Worker.CerrarSesion;Gmg.CP.CM.Flujos.Worker.CerrarSesion_;GMG-CP.CM.Worker-Flujos_APP;;;;Backend;;;;;;;;10.1.1.236;;;0;100 - GTM;;12/12/2025;
147;Por_Definir;Gmg.CP.CM.Flujos.Worker.CerrarSesion;Gmg.CP.CM.Flujos.Worker.CerrarSesion_;GMG-CP.CM.Worker-Flujos_APP;;;;Backend;;;;;;;;10.1.1.236;;;0;102 - NIC;;12/12/2025;
148;Por_Definir;Gmg.CP.CM.Flujos.Worker.CerrarSesion;Gmg.CP.CM.Flujos.Worker.CerrarSesion_;GMG-CP.CM.Worker-Flujos_APP;;;;Backend;;;;;;;;10.1.1.236;;;0;99  - CRI;;12/12/2025;
731;Por_Definir3;Gmg.Adquirente.BackEnd.Service_CRI;Gmg.Adquirente.BackEnd.Service_CRI_CRI;GMG-Adquirente-BackEnd-CRI_APP;;Master;;backend;;;;;;CRI;VLan2;10.1.2.101 | 10.1.2.102;;;10.1.2.104;6110;;30/12/2025;Jose Quirós
732;Por_Definir3;Gmg_Adquirente_Rtc_APP;Gmg_Adquirente_Rtc_APP_CRI;GMG-Adquirente-RTC_APP;;;;Backend;;;;;;CRI;VLan2;10.1.2.101 | 10.1.2.102;;;10.1.2.104;6111;;30/12/2025;Jose Quirós
698;Comisiones;GMG-Comision-FrontEnd_APP;GMG-Comision-FrontEnd_APP_REG;GMG.Comision.FrontEnd;;;V-REL_APP-Comision-FrontEnd-PRD;Frontend;;;;Rest API;Net6;REG;VLan2;10.1.2.110|10.1.2.111;;;10.1.2.109;80;3;12/12/2025;
98;Comisiones;Gmg.Comision.Administracion.Service;Gmg.Comision.Administracion.Service_REG;GMG-Comision-Administracion_APP;;;V-REL_APP-Comision-Administracion-PRD;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8085;3;12/12/2025;
99;Comisiones;Gmg.Comision.Catalogo.Service;Gmg.Comision.Catalogo.Service_REG;GMG-Comision-Catalogo_APP;;;V-REL_APP-Comision-Catalogo-PRD;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8096;3;12/12/2025;
100;Comisiones;Gmg.Comision.Extractor.Service_CRI;Gmg.Comision.Extractor.Service_CRI_REG;GMG-Comision-Extractor_APP;;;V-REL_APP-Comision-Extractor-CRI-PRD;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8080;3;12/12/2025;
101;Comisiones;Gmg.Comision.Extractor.Service_GTM;Gmg.Comision.Extractor.Service_GTM_REG;GMG-Comision-Extractor_APP;;;V-REL_APP-Comision-Extractor-GTM-PRD;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8081;3;12/12/2025;
102;Comisiones;Gmg.Comision.Extractor.Service_HND;Gmg.Comision.Extractor.Service_HND_REG;GMG-Comision-Extractor_APP;;;V-REL_APP-Comision-Extractor-HND-PRD;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8082;3;12/12/2025;
103;Comisiones;Gmg.Comision.Extractor.Service_NIC;Gmg.Comision.Extractor.Service_NIC_REG;GMG-Comision-Extractor_APP;;;V-REL_APP-Comision-Extractor-NIC-PRD;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8083;3;12/12/2025;
104;Comisiones;Gmg.Comision.Extractor.Service_SLV;Gmg.Comision.Extractor.Service_SLV_REG;GMG-Comision-Extractor_APP;;;V-REL_APP-Comision-Extractor-SLV-PRD;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8084;3;12/12/2025;
106;Comisiones;Gmg.Comision.Procesador.Service_CRI;Gmg.Comision.Procesador.Service_CRI_REG;GMG-Comision-Procesador_APP;;;;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8086;3;12/12/2025;
107;Comisiones;Gmg.Comision.Procesador.Service_GTM;Gmg.Comision.Procesador.Service_GTM_REG;GMG-Comision-Procesador_APP;;;;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8087;3;12/12/2025;
108;Comisiones;Gmg.Comision.Procesador.Service_HND;Gmg.Comision.Procesador.Service_HND_REG;GMG-Comision-Procesador_APP;;;;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8088;3;12/12/2025;
109;Comisiones;Gmg.Comision.Procesador.Service_NIC;Gmg.Comision.Procesador.Service_NIC_REG;GMG-Comision-Procesador_APP;;;;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8089;3;12/12/2025;
110;Comisiones;Gmg.Comision.Procesador.Service_SLV;Gmg.Comision.Procesador.Service_SLV_REG;GMG-Comision-Procesador_APP;;;;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8090;3;12/12/2025;
111;Comisiones;Gmg.Comision.Reporteria.Service_CRI;Gmg.Comision.Reporteria.Service_CRI_REG;GMG-Comision-Reporteria_APP;;;;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8091;3;12/12/2025;
112;Comisiones;Gmg.Comision.Reporteria.Service_GTM;Gmg.Comision.Reporteria.Service_GTM_REG;GMG-Comision-Reporteria_APP;;;;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8092;3;12/12/2025;
113;Comisiones;Gmg.Comision.Reporteria.Service_HND;Gmg.Comision.Reporteria.Service_HND_REG;GMG-Comision-Reporteria_APP;;;;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8093;3;12/12/2025;
114;Comisiones;Gmg.Comision.Reporteria.Service_NIC;Gmg.Comision.Reporteria.Service_NIC_REG;GMG-Comision-Reporteria_APP;;;;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8094;3;12/12/2025;
115;Comisiones;Gmg.Comision.Reporteria.Service_SLV;Gmg.Comision.Reporteria.Service_SLV_REG;GMG-Comision-Reporteria_APP;;;;Backend;;;;Rest API;Net6;REG;VLan2;10.1.2.113|10.1.2.114;;;10.1.2.112;8095;3;12/12/2025;
135;Corredora_Seguros ;GMG.Corredora.FrontEnd.CRI.APP;GMG.Corredora.FrontEnd.CRI.APP_CRI;GMG-Corredora-FrontEnd_CRI_APP;;;;Backend;;;;;;CRI;;10.1.2.131|10.1.2.132;;; 10.1.2.130;"3510 |
3511";;12/12/2025;
136;Corredora_Seguros ;Gmg.Corredora.Reporteria;Gmg.Corredora.Reporteria_CRI;GMG-Corredora-Reporteria_APP;;;;Backend;;;;;;CRI;;10.1.2.134|10.1.2.135;;; 10.1.2.133;3118 | HTTPS 3119;;12/12/2025;
137;Corredora_Seguros ;Gmg.Corredora.Service.Admin;Gmg.Corredora.Service.Admin_CRI; GMG-Corredora-Service_Administracion_CRI_APP;;;;Backend;;;;;;CRI;;10.1.2.134|10.1.2.135;;; 10.1.2.133;3112 | HTTPS 3113;;12/12/2025;
138;Corredora_Seguros ;Gmg.Corredora.Service.Catalogo;Gmg.Corredora.Service.Catalogo_CRI;GMG-Corredora-Service_Catalogo_CRI_APP;;;;Backend;;;;;;CRI;;10.1.2.134|10.1.2.135;;; 10.1.2.133;3110 | HTTPS 3111;;12/12/2025;
139;Corredora_Seguros ;Gmg.Corredora.Service.Pago;Gmg.Corredora.Service.Pago_CRI; GMG-Corredora-Service_Pago_CRI_APP;;;;Backend;;;;;;CRI;;10.1.2.134|10.1.2.135;;; 10.1.2.133;3116 | HTTPS 3117;;12/12/2025;
140;Corredora_Seguros ;Gmg.Corredora.Service.Poliza;Gmg.Corredora.Service.Poliza_CRI;GMG-Corredora-Service_Poliza_CRI_APP;;;;Backend;;;;;;CRI;;10.1.2.134|10.1.2.135;;; 10.1.2.133;3114 | HTTPS 3115;;12/12/2025;
269;Genesys;Gmg.Genesys.Administracion.App;Gmg.Genesys.Administracion.App_;GMG-GenesysAdministracion_APP;;;;Backend;;;;;;;;10.1.2.215|10.1.2.216;;; 10.1.1.154;806;;12/12/2025;
32;Inteligencia_Artificial;Gmg.AI.Asistente.Documentos;Gmg.AI.Asistente.Documentos_;GMG-AI_Asistente_APP;;;;Backend;;;;;;;;10.1.3.11|10.1.3.12;;; 10.1.3.5;7091;;12/12/2025;
666;Por_Definir3;GMG.TarjetaMonge.FacturaElectronica;GMG.TarjetaMonge.FacturaElectronica_;0;;;;Backend;;;;;;;;10.1.3.11|10.1.3.12;;; 10.1.3.5;7096;;12/12/2025;
667;Por_Definir3;GMG.TarjetaMonge.FacturaElectronica;GMG.TarjetaMonge.FacturaElectronica_;0;;;;Backend;;;;;;;;10.1.3.11|10.1.3.12;;; 10.1.3.5;7096;;12/12/2025;
66;FastTrack;GMG.Blaze.SegmentacionService;GMG.Blaze.SegmentacionService_SLV;GMG-Blaze-SegmentacionService-SLV_APP;;;;Backend;;;;;;SLV;;10.1.3.203|10.1.3.204;;; 10.1.1.40;8095;;12/12/2025;
67;FastTrack_HND;GMG.Blaze.SegmentacionService;GMG.Blaze.SegmentacionService_HND;GMG-Blaze-SegmentacionService-HND_APP;;;;Backend;;;;;;HND;;10.1.3.205|10.1.3.206;;; 10.1.1.40;8095;;12/12/2025;
65;FastTrack;GMG.Blaze.SegmentacionService;GMG.Blaze.SegmentacionService_;GMG-Blaze-SegmentacionService-CRI_APP;;;;Backend;;;;;;;;10.1.3.207|10.1.3.52;;; 10.1.1.50;8095;;12/12/2025;
235;BusDatos;Gmg.FE.Service.Core.Factura;Gmg.FE.Service.Core.Factura_;GMG-FacturaElectronica_APP;;;;Backend;;;;;;;;110.1.2.227|110.1.2.246;;; 10.1.1.143;8091;;12/12/2025;
38;Inteligencia_Artificial;Gmg.AI.AsistenteSac.Facade.Service;Gmg.AI.AsistenteSac.Facade.Service_;GMG-AI-AsistenteSac-Facade_APP;;;;FrontEnd;;;;;;;;172.16.20.18|172.16.20.19;;; 172.16.20.20;8056;;12/12/2025;
39;Inteligencia_Artificial;Gmg.AI.AsistenteSac.FrontEnd;Gmg.AI.AsistenteSac.FrontEnd_;GMG-AI_AsistenteCurriculum-Facade_APP;;;;FrontEnd;;;;;;;;172.16.20.18|172.16.20.19;;; 172.16.20.20;8055;;12/12/2025;
